##############################################################################
################################### HSK 2 ####################################
##############################################################################

# 1. .. (115)
# (1)
2,	准备,           zhǔnbèi,        prepare; ready; plan
2,	开始,           kāishǐ,         start; begin
2,	介绍,           jièshào,        introduce; introduction; present; presentation
2,	帮助,           bāngzhù,        help; assist; support; aid
2,	玩,             wán,            play; have fun; enjoy
2,	送,             sòng,           send; deliver
2,	等,             děng,           wait
2,	让,             ràng,           offer; let; allow
2,	起床,           qǐchuáng,       get up
2,	唱,             chàng,          sing; singing
2,	唱歌,           chànggē,        sing a song; sing; singing
2,	跳舞,           tiàowǔ,         dance; dancing
2,	旅游,           lǚyóu,          travel; tourism; trip; tour
2,	上班,           shàngbān,       go to work; start work; be on duty
2,	下班,           xiàbān,         after work; off duty
2,	生病,           shēngbìng,      get ill; be ill; be sick; sick; ill
2,	休息,           xiūxí,          rest; break; halt
2,	运动,           yùndòng,        do sports; sports
2,	游泳,           yóuyǒng,        go swimming; swim; bathe
2,	踢足球,         tī zúqiú,       play football
2,	足球,           zúqiú,          football
2,	打蓝球,         dǎ lánqiú,      play basketball; basketball
2,	完,             wán,            complete; finish

# (4)
2,	觉得,           juéde,          feel; seem; think
2,	知道,           zhīdào,         know
2,	希望,           xīwàng,         hope

# (5)
2,	可以,           kěyǐ,           be possible; can
2,	要,             yào,            want; must; wish
2,	可能,           kěnéng,         may; maybe; possible; possibility

# 3. ..
2,	高,             gāo,            high; tall
2,	红,             hóng,           red
2,	白,             bái,            white
2,	黑,             hēi,            black
2,	忙,             máng,           busy
2,	快,             kuài,           fast
2,	慢,             màn,            slow
2,	远,             yuǎn,           far away; far
2,	近,             jìn,            nearby; close; near
2,	好吃,           hǎochī,         delicious; tasty
2,	累,             lèi,            tired
2,	长,             cháng,          long; grow
2,	新,             xīn,            new
2,	贵,             guì,            expensive
2,	便宜,           piányi,         cheap
2,	晴,             qíng,           clear; fine
2,	阴,             yīn,            hidden; negative; secret
2,	错,             cuò,            mistake; wrong
2,	快乐,           kuàilè,         cheerful; happy

# 4. ..
2,	您,             nín,            you
2,	它,             tā,             it
2,	大家,           dàjiā,          everyone; everybody
2,	每,             měi,            each; every
2,	为什么,         wèi shénme,     why

# 5. ..
2,	两,             liǎng,          two; 2
2,	百,             bǎi,            hundred; 100
2,	千,             qiān,           thousand; 1000
2,	第一,           dì-yī,          first

# 6. ..
2,	次,             cì,             times
2,	公斤,           gōngjīn,        kilogram; kilo; kg
2,	元,             yuán,           Chinese monetary unit; yuan
2,	件,             jiàn,           measure word for clothes; piece; pieces; clothes
2,	张,             zhāng,          measure word for paper; piece of paper; paper

# 7. ..
2,	别,             bié,            other; no
2,	非常,           fēicháng,       extremely; very
2,	也,             yě,             also; too
2,	还,             hái,            in addition; also
2,	最,             zuì,            most
2,	真,             zhēn,           really; true; real
2,	正在,           zhèngzài,       in the process of; while
2,	已经,           yǐjīng,         already
2,	一起,           yìqǐ,           together
2,	再,             zài,            again
2,	就,             jiù,            concerning; on

# 8. ..
2,	因为,           yīnwèi,         because
2,	所以,           suǒyǐ,          therefore; consequently; so
2,	但是,           dànshì,         however; but

# 9. ..
2,	从,             cóng,           from
2,	对,             duì,            correct; right
2,	比,             bǐ,             comparison particle; than
2,	向,             xiàng,          direction; opposite; towards; to
2,	离,             lí,             distant; away; leave
2,	距,             jù,             distance

# 10. ..
2,	吧,             ba,             rhetoric interrogative particle; question particle
2,	得,             de,             possibility particle; must; get: gain; obtain
2,	着,             zhe,            present continuum particle (-ing); present continuum particle; -ing
2,	过,             guò,            past tense particle (-ed); past tense particle; -ed; pass
